Number of Referrals,Tenure in Months,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,Number of Dependents,Total Customer Svc Requests,Product/Service Issues Reported,Contract_One Year,Contract_Two Year,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Payment Method_Credit Card,Payment Method_Mailed Check
1,56,0,1,13,1,1,1,0,0,0,0,1,1,59.8,35.01,0.0,1273.4399999999998,1,45,2,0,0,0,1,0,1,0,0,0
7,41,1,1,82,1,1,1,0,0,1,1,1,1,101.6,0.0,0.0,603.9300000000001,0,21,1,1,0,1,0,1,0,0,0,0
0,39,1,1,16,0,0,0,1,0,0,0,0,1,53.85,46.66,352.0,210.6,1,60,0,3,0,0,1,0,1,0,1,0
0,2,0,1,9,0,0,0,0,1,1,1,1,1,94.016,0.0,0.0,21.06,0,47,0,4,0,0,0,0,0,0,0,0
0,50,0,0,0,0,0,0,0,0,0,0,0,0,20.15,0.0,0.0,947.5,0,40,3,1,0,0,1,0,0,1,1,0
0,6,0,1,71,0,0,1,0,1,0,0,0,0,60.9,0.0,294.0,274.02,1,29,0,0,0,0,0,0,1,0,1,0
0,3,0,1,53,0,1,0,0,0,0,0,1,0,29.65,0.0,0.0,0.0,0,44,3,0,0,0,0,0,1,0,0,1
4,68,0,1,24,1,1,1,1,0,0,0,0,0,62.65,0.0,1050.0,2482.68,1,38,1,2,0,0,1,0,1,0,1,0
0,12,1,1,15,1,1,1,0,0,1,1,0,1,103.688,0.0,186.0,192.84,0,49,0,3,1,0,0,1,0,0,0,0
1,17,1,1,29,0,0,0,0,0,1,1,1,1,88.86800000000001,0.0,0.0,811.92,0,29,0,4,1,0,0,0,1,0,0,0
0,22,0,1,8,1,0,0,1,0,1,1,1,1,89.05,0.0,0.0,132.0,0,40,0,1,1,0,0,0,1,0,0,0
0,24,1,1,29,0,1,1,0,1,1,0,0,1,107.068,0.0,724.0,77.52,1,73,0,4,0,0,0,1,0,0,1,0
3,45,0,1,18,0,0,0,1,1,1,1,1,1,95.2,43.95,0.0,2160.9,0,51,0,1,0,0,1,0,1,0,1,0
0,35,1,1,22,1,1,1,1,1,1,1,1,1,110.8,0.0,0.0,1152.2,0,74,0,0,0,1,0,0,1,0,0,0
0,1,0,1,58,0,0,0,0,0,1,1,0,1,57.2,0.0,0.0,47.22,1,25,0,3,2,0,0,0,0,0,0,0
9,39,1,1,21,0,0,0,1,1,1,1,0,1,101.25,0.0,829.0,785.8499999999999,0,73,0,0,0,0,0,0,0,0,0,0
0,12,0,1,23,0,0,1,0,1,1,1,1,0,95.7,0.0,0.0,588.0,1,57,0,2,1,1,0,0,1,0,0,0
0,12,0,1,25,0,0,0,1,1,0,0,1,1,62.192,0.0,0.0,115.2,1,44,0,3,0,1,0,1,0,0,0,0
10,43,0,1,59,1,0,1,0,1,1,1,0,0,75.2,0.0,1920.0,1289.14,0,30,1,1,0,0,1,1,0,0,0,0
6,66,1,1,30,0,1,1,0,1,1,1,0,1,104.9,0.0,2067.0,2599.0800000000004,0,67,1,1,0,1,0,1,0,0,0,0
1,61,0,1,59,1,0,1,1,1,1,1,1,1,62.15,0.0,0.0,0.0,1,22,0,0,0,0,1,0,1,0,1,0
0,37,1,1,2,0,0,0,0,1,1,0,1,1,100.412,0.0,0.0,122.1,0,66,0,5,1,0,0,0,0,0,0,0
7,34,1,1,12,0,1,1,1,1,1,1,1,1,108.9,0.0,0.0,399.16,1,70,1,1,0,0,0,0,1,0,0,0
6,50,1,1,15,0,1,1,0,1,1,1,0,1,108.004,0.0,753.0,2110.5,1,55,0,6,0,0,0,0,1,0,0,0
9,17,1,1,20,0,0,0,0,1,1,0,1,1,92.55,0.0,32.29,65.11,0,77,0,0,0,0,0,0,1,0,0,0
0,5,1,1,64,0,0,0,0,0,0,1,1,0,78.572,0.0,26.47,176.1,0,20,0,5,1,0,0,0,0,0,0,0
9,19,0,1,23,0,0,1,0,1,1,1,1,1,96.8,0.0,0.0,202.92,0,58,0,0,0,0,0,0,1,0,0,0
0,14,0,1,57,0,0,0,0,0,0,0,0,1,73.84,0.0,521.0,507.5,0,27,0,1,0,0,0,1,0,0,1,0
0,59,1,1,73,1,1,1,1,0,1,1,1,0,79.85,0.0,0.0,114.46,0,26,0,1,0,1,0,1,0,0,1,0
0,25,0,1,13,1,1,0,0,0,0,0,0,1,83.044,0.0,262.0,670.25,0,54,0,2,0,0,0,0,1,0,0,0
6,71,0,1,27,0,1,1,0,1,1,1,1,1,99.2,0.0,0.0,1562.0,0,70,0,2,1,0,1,0,1,0,0,0
0,38,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0.0,0.0,1641.2199999999998,0,43,0,1,0,0,1,0,0,1,1,0
0,1,0,1,29,0,0,0,0,0,0,0,0,1,47.216,0.0,0.0,38.31,0,32,0,1,4,0,0,0,1,0,1,0
0,11,1,1,3,0,0,0,1,1,0,0,0,0,93.756,0.0,30.0,245.96,0,46,0,0,0,0,0,0,0,0,0,0
8,2,0,0,0,0,0,0,0,0,0,0,0,0,19.85,0.0,0.0,72.1,0,27,0,2,0,0,0,0,0,1,0,0
1,33,1,1,31,0,0,0,0,0,1,1,0,0,89.596,0.0,851.0,473.22,0,63,0,3,1,0,0,0,0,0,1,0
1,67,1,1,12,1,0,0,1,0,1,1,1,1,98.124,0.0,76.1,2072.98,0,41,0,3,1,1,0,0,1,0,1,0
3,49,0,0,0,0,0,0,0,0,0,0,0,1,20.05,0.0,0.0,1082.9,0,56,0,1,0,1,0,0,0,1,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.85,0.0,0.0,96.03,1,29,0,1,0,0,0,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.65,0.0,0.0,17.25,1,43,0,3,1,0,0,0,0,1,0,1
0,24,0,1,59,0,1,0,0,0,0,0,0,1,49.7,0.0,719.0,89.28,1,21,0,0,0,0,0,0,1,0,0,1
1,72,0,0,0,0,0,0,0,0,0,0,0,0,20.7,0.0,0.0,1563.84,1,19,0,1,0,0,1,0,0,1,0,0
1,28,0,1,48,1,0,0,1,0,0,0,1,0,54.35,0.0,0.0,941.64,1,27,0,1,0,1,0,0,0,0,1,0
0,3,0,1,32,0,1,0,0,1,1,1,1,1,98.904,0.0,0.0,142.86,0,55,0,2,1,0,0,0,1,0,0,0
1,53,1,1,12,0,0,0,0,1,1,0,1,1,95.85,18.85,0.0,1594.77,0,69,0,1,0,1,0,0,1,0,1,0
1,47,1,1,19,1,0,1,1,1,1,1,0,1,115.284,4.93,1002.0,893.9399999999999,1,42,0,1,0,1,0,1,0,0,1,0
0,15,0,1,14,0,1,0,0,0,1,1,0,1,89.33600000000001,0.0,178.0,369.45,0,37,0,2,0,0,0,0,0,0,0,0
0,39,0,1,73,1,1,0,1,0,0,0,0,0,41.15,0.0,1242.0,0.0,0,19,0,0,0,1,0,1,0,0,0,0
0,15,1,1,28,0,0,0,0,0,0,0,0,1,49.0,0.0,210.0,176.25,1,40,0,0,0,0,0,0,1,0,0,0
0,66,0,1,73,1,0,1,1,1,1,1,0,1,61.35,0.0,3061.0,0.0,0,25,0,1,0,0,1,1,0,0,0,0
0,32,1,1,15,0,0,0,0,1,0,0,1,0,87.412,0.0,0.0,1288.32,0,44,0,2,2,1,0,1,0,0,0,0
0,22,1,1,41,0,0,0,0,1,0,0,1,1,84.15,0.0,0.0,422.4,0,23,0,0,0,0,0,0,1,0,0,0
1,24,1,1,13,0,0,0,0,1,1,1,0,1,97.292,0.0,294.0,321.12,0,69,0,3,0,0,0,1,0,0,0,0
4,21,1,1,18,0,1,1,0,0,1,0,1,0,71.7,0.0,0.0,636.3000000000001,0,73,0,0,0,1,0,0,1,0,0,0
0,6,1,1,9,0,0,0,0,0,0,0,1,1,73.85,0.0,0.0,166.14,0,45,0,2,0,0,0,0,0,0,1,0
7,12,0,1,27,1,0,0,1,0,0,0,1,0,33.15,0.0,0.0,0.0,0,54,0,1,0,1,0,1,0,0,1,0
5,29,0,0,0,0,0,0,0,0,0,0,0,1,20.65,0.0,0.0,714.5600000000001,1,20,1,1,0,0,0,0,0,1,0,1
0,22,0,0,0,0,0,0,0,0,0,0,0,1,20.55,0.0,0.0,967.34,0,28,2,2,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.45,0.0,0.0,39.61,1,32,0,1,0,0,0,0,0,1,0,1
2,28,1,1,19,0,1,0,0,0,1,1,0,0,64.4,0.0,342.0,260.68,1,52,2,1,0,0,0,1,0,0,0,0
1,59,0,1,53,0,0,0,0,1,1,1,1,1,44.3,0.0,0.0,0.0,1,21,0,0,0,0,0,1,0,0,0,0
1,21,0,1,3,0,1,1,1,1,1,1,0,1,106.912,0.0,63.0,350.07000000000005,0,52,0,1,3,0,0,0,1,0,0,0
0,40,1,1,22,0,1,0,1,1,0,0,1,0,70.75,0.0,0.0,949.6,1,33,0,1,1,1,0,0,0,0,1,0
0,1,0,1,76,0,0,0,0,0,0,1,1,0,24.4,0.0,0.0,0.0,0,19,0,0,0,0,0,1,0,0,1,0
0,5,0,1,65,0,1,0,0,1,1,1,0,1,53.04,0.0,199.0,0.0,1,20,0,3,1,0,0,1,0,0,0,1
0,3,1,1,15,0,1,0,0,0,0,0,1,1,84.604,0.0,3.51,27.660000000000004,1,77,0,1,3,0,0,0,0,0,0,0
1,12,1,1,65,0,1,1,0,0,0,1,1,1,87.88000000000001,0.0,0.0,487.56000000000006,0,28,0,8,1,0,0,0,0,0,0,0
0,1,0,1,5,0,0,0,0,0,0,0,1,0,43.95,0.0,0.0,45.59,0,38,0,2,0,0,0,1,0,0,1,0
0,46,1,1,21,1,1,0,0,0,0,0,1,0,84.25,0.0,80.8,1990.42,0,37,0,0,0,0,0,0,0,0,1,0
0,14,0,1,26,1,0,0,1,0,0,0,0,0,55.7,0.0,207.0,387.52,0,52,0,1,0,1,0,1,0,0,1,0
0,26,0,1,82,1,0,0,1,1,1,1,1,0,54.55,0.0,0.0,0.0,1,22,0,1,0,1,0,0,1,0,1,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.0,0.0,450.12,1,62,0,1,0,1,0,0,0,1,1,0
1,32,1,1,7,0,0,0,0,1,1,0,0,1,96.928,17.88,205.0,1079.68,0,69,0,5,0,0,0,1,0,0,0,0
0,26,0,1,76,1,0,0,1,1,1,1,1,0,75.0,0.0,0.0,1289.86,1,24,0,2,0,1,0,1,0,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0,0,1,20.2,0.0,0.0,1498.0,1,64,0,3,0,0,1,0,0,1,1,0
1,72,1,1,24,1,1,1,1,1,1,1,1,0,88.05,29.11,156.5,2756.16,0,49,0,0,0,0,1,0,0,0,0,0
0,3,0,1,31,0,0,1,0,0,1,1,0,1,42.796,0.0,41.0,0.0,1,67,0,7,1,0,0,1,0,0,0,0
4,67,0,1,76,0,1,1,1,1,1,1,1,0,103.15,0.0,0.0,888.42,1,31,3,3,0,0,1,0,0,0,0,0
6,9,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0.0,0.0,145.17,0,45,2,1,0,0,1,0,0,1,1,0
0,3,0,1,2,1,1,0,0,0,0,0,0,1,82.264,0.0,5.0,97.29,0,60,0,3,0,0,0,0,1,0,0,0
1,42,1,1,32,0,1,1,0,1,0,0,0,1,99.06,27.3,1267.0,766.9200000000001,1,37,0,4,0,0,0,0,0,0,0,0
0,65,1,0,0,0,0,0,0,0,0,0,0,0,24.8,0.0,0.0,2981.55,1,50,0,1,1,1,0,0,0,1,1,0
6,20,1,0,0,0,0,0,0,0,0,0,0,1,25.55,0.0,0.0,737.0,0,47,7,2,1,0,0,0,0,1,0,0
0,3,0,1,21,0,0,0,0,0,0,0,0,1,69.85,0.0,42.0,104.28,0,53,0,2,0,0,0,0,1,0,0,0
4,59,1,1,53,0,1,0,0,1,1,1,0,0,105.144,0.0,3201.0,544.57,0,21,0,4,1,0,0,0,0,0,0,0
0,10,0,1,33,0,0,1,0,0,1,1,0,1,87.984,0.0,286.0,168.5,0,70,0,6,0,0,0,0,0,0,1,0
1,47,0,1,25,1,1,1,0,1,1,1,1,1,60.0,0.0,69.22,0.0,0,37,2,0,0,0,1,0,1,0,1,0
2,2,0,1,19,0,0,0,0,0,0,0,1,1,44.5,0.0,0.0,61.74,1,33,1,1,0,0,0,0,1,0,0,0
0,45,1,1,4,1,1,0,1,1,0,0,0,1,97.05,0.0,175.0,570.15,0,71,0,0,0,0,1,0,0,0,0,0
0,4,0,1,2,1,0,0,0,0,0,0,1,1,29.15,0.0,0.0,0.0,0,53,0,1,0,0,0,0,0,0,1,0
2,64,0,1,42,1,1,1,1,0,1,1,1,1,74.35,0.0,0.0,1153.92,0,23,0,1,0,0,1,0,1,0,0,1
0,1,0,1,3,0,0,1,0,0,0,0,0,0,78.312,0.0,0.0,26.06,0,53,0,4,1,0,0,0,0,0,0,0
9,58,0,0,0,0,0,0,0,0,0,0,0,0,20.75,0.0,0.0,1083.44,1,31,0,0,0,0,1,0,0,1,1,0
9,72,0,1,23,0,0,1,0,1,1,1,1,1,94.65,0.0,0.0,2391.84,1,39,0,0,0,0,0,0,1,0,0,0
10,71,0,1,71,1,0,1,0,1,1,1,1,0,77.55,0.0,0.0,3461.96,0,21,3,0,0,0,1,0,0,0,1,0
0,66,1,1,15,0,1,0,0,1,0,0,1,1,88.9,0.0,90.0,2107.38,0,33,0,0,0,1,0,0,1,0,0,0
0,47,0,0,0,0,0,0,0,0,0,0,0,0,20.45,0.0,0.0,310.67,1,27,0,3,0,0,1,0,0,1,0,0
9,61,1,1,20,0,1,0,0,0,1,1,0,0,64.05,0.0,781.0,2088.6400000000003,1,73,0,0,0,1,0,0,1,0,0,0
5,71,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0.0,0.0,1587.56,0,22,2,1,0,0,1,0,0,1,1,0
0,56,0,0,0,0,0,0,0,0,0,0,0,1,19.55,0.0,0.0,777.84,0,57,0,1,0,0,1,0,0,1,0,0
0,1,1,1,64,0,0,0,0,0,0,0,0,1,78.052,0.0,0.0,32.86,0,23,0,8,0,0,0,1,0,0,0,1
2,32,0,0,0,0,0,0,0,0,0,0,0,0,18.95,0.0,0.0,1132.48,1,39,1,0,0,0,1,0,0,1,1,0
0,2,0,1,20,0,0,0,1,0,0,0,0,1,32.136,0.0,12.0,0.0,0,53,0,4,2,0,0,0,0,0,0,0
3,40,0,1,26,0,1,1,1,1,1,1,1,0,60.3,0.0,0.0,0.0,1,19,2,0,0,1,0,0,1,0,1,0
0,72,0,1,14,1,1,1,1,1,1,1,1,1,63.7,0.0,0.0,0.0,1,36,0,1,2,0,1,0,0,0,0,0
0,12,0,1,41,0,0,0,0,0,1,1,0,1,79.95,0.0,428.0,480.72,1,23,0,0,0,0,0,1,0,0,0,0
0,10,1,1,94,0,0,0,0,0,0,1,0,1,77.11600000000001,0.0,763.0,292.4,1,28,0,7,0,0,0,1,0,0,1,0
0,47,0,0,0,0,0,0,0,0,0,0,0,0,20.55,0.0,0.0,1985.75,1,62,0,2,0,1,0,0,0,1,1,0
0,2,0,1,33,0,1,0,1,0,0,0,0,1,57.252,0.0,34.0,85.1,0,47,0,4,2,0,0,0,1,0,1,0
0,16,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0.0,0.0,664.16,0,62,0,1,0,1,0,0,0,1,1,0
4,52,0,1,8,1,0,1,0,0,0,0,0,0,35.45,0.0,157.0,0.0,0,58,0,1,0,1,0,0,1,0,1,0
7,35,0,1,24,1,0,0,1,1,0,0,1,1,46.35,0.0,39.89,0.0,0,59,0,0,0,0,1,1,0,0,1,0
1,3,0,1,56,0,0,1,0,0,0,0,1,1,52.156,0.0,0.0,40.62,1,23,0,2,0,0,0,0,0,0,0,0
0,21,0,0,0,0,0,0,0,0,0,0,0,1,19.95,0.0,0.0,924.21,1,34,0,0,0,0,0,0,0,1,1,0
0,22,1,1,19,1,1,0,0,0,0,0,0,0,61.36,0.0,238.0,1087.46,1,46,0,5,1,0,0,0,0,0,0,0
1,23,1,1,14,0,1,1,0,1,1,1,0,1,104.45,0.0,306.0,1039.83,1,80,0,2,0,0,0,1,0,0,0,0
2,65,1,1,13,1,0,1,1,0,1,1,1,0,76.15,0.0,0.0,1402.6999999999998,1,45,0,0,0,0,1,0,1,0,0,0
4,49,0,1,27,0,0,1,1,1,1,1,0,1,99.25,0.0,1329.0,1662.57,1,23,0,0,0,1,0,0,1,0,1,0
5,48,0,1,52,1,1,0,1,0,0,0,1,0,39.4,0.0,102.89,0.0,0,29,3,0,0,0,1,1,0,0,1,0
0,58,0,1,16,1,1,1,1,0,0,0,0,1,64.9,0.0,607.0,1709.26,0,56,0,0,0,0,1,0,0,0,1,0
1,53,1,1,25,0,1,1,0,1,1,0,0,1,108.004,0.0,1371.0,2086.08,1,74,0,2,1,0,0,1,0,0,0,0
0,1,1,1,13,0,0,1,1,0,0,0,0,0,64.532,0.0,0.0,47.83,1,58,0,2,1,0,0,1,0,0,0,1
0,13,0,1,27,0,0,1,1,0,0,0,1,0,53.45,26.37,0.0,329.29,0,40,1,1,1,0,0,0,1,0,1,0
0,8,1,1,15,0,1,1,0,1,0,0,0,1,97.76,0.0,116.0,191.12,1,59,0,3,1,0,0,1,0,0,0,0
0,1,0,1,16,0,0,0,0,0,0,0,1,1,72.28,0.0,0.0,41.2,1,75,0,2,0,0,0,0,1,0,0,0
5,22,0,1,29,0,0,0,0,0,1,1,0,1,80.15,0.0,519.0,736.12,0,59,3,1,0,0,0,0,0,0,0,0
0,57,1,1,17,1,0,1,1,0,1,1,0,0,101.3,0.0,983.0,2102.73,0,80,0,1,0,0,1,1,0,0,1,0
0,1,1,1,18,0,0,0,0,0,0,0,0,1,77.42800000000001,0.0,0.0,39.61,0,75,0,0,0,0,0,1,0,0,1,0
4,36,1,1,12,0,0,0,0,1,1,1,1,1,95.4,0.0,0.0,1460.88,1,58,0,0,0,0,0,0,1,0,0,0
0,39,1,1,85,0,0,0,1,1,1,1,1,0,100.55,0.0,0.0,574.08,1,21,1,1,0,0,1,0,1,0,1,0
0,33,1,1,19,0,1,1,0,1,1,0,0,1,105.35,0.0,658.0,420.75,0,73,2,0,0,0,1,0,1,0,0,0
0,3,0,1,7,1,0,0,1,1,0,0,1,1,64.4,0.0,1.37,114.15,1,37,0,0,0,0,0,0,1,0,1,0
7,37,0,1,52,1,0,1,1,0,0,0,0,1,40.2,0.0,793.0,0.0,1,23,2,3,1,1,0,0,1,0,0,0
0,51,1,1,30,0,1,0,0,0,1,1,0,1,90.35,0.0,1384.0,469.71,1,53,0,3,0,1,0,1,0,0,1,0
0,15,1,1,7,0,1,0,0,0,1,0,0,0,93.444,0.0,100.0,64.2,0,67,0,3,1,0,0,0,0,0,0,0
0,10,0,1,52,0,0,1,1,1,0,0,0,1,91.1,0.0,501.0,429.3,0,43,3,2,0,0,0,0,1,0,0,0
2,26,0,1,17,0,0,1,0,0,1,0,1,0,60.7,0.0,0.0,445.12,0,76,0,2,0,1,0,0,1,0,1,0
0,14,0,1,32,0,0,0,0,1,1,1,0,1,93.392,0.0,361.0,144.20000000000002,0,57,0,1,2,0,0,0,0,0,1,0
3,63,1,1,21,1,0,1,1,0,1,1,0,0,75.7,0.0,982.0,765.45,1,35,0,1,0,0,1,1,0,0,1,0
1,66,1,1,3,0,1,1,0,1,1,0,0,1,83.772,0.0,158.0,1432.2,0,74,0,2,0,0,1,0,0,0,0,0
0,1,0,1,20,0,0,0,0,1,1,1,0,1,47.112,0.0,0.0,0.0,1,34,0,4,1,0,0,1,0,0,0,1
1,44,0,1,48,0,1,1,1,1,0,0,1,1,70.95,24.92,0.0,1302.84,1,19,0,0,0,1,0,0,1,0,0,0
1,10,0,1,21,0,0,0,0,0,0,0,0,1,72.904,34.69,139.0,220.3,1,42,0,0,0,0,0,0,0,0,0,0
9,72,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0.0,0.0,1955.52,1,29,1,3,0,0,1,0,0,1,0,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.0,0.0,353.01,1,43,0,0,0,0,1,0,0,1,0,1
0,4,0,1,10,0,0,0,0,0,0,0,1,1,25.428,0.0,0.0,0.0,0,31,0,3,0,0,0,0,0,0,0,0
9,62,0,0,0,0,0,0,0,0,0,0,0,0,20.65,0.0,0.0,691.3000000000001,1,55,2,1,0,0,1,0,0,1,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.35,0.0,0.0,44.09,0,47,0,0,0,0,0,0,0,1,1,0
2,72,1,1,16,1,1,1,1,1,1,0,0,1,90.15,0.0,1075.0,711.36,0,78,1,0,0,0,1,1,0,0,0,0
5,3,1,1,7,0,0,0,0,1,1,1,0,0,94.9,0.0,19.0,8.91,0,51,0,1,0,0,0,1,0,0,0,0
6,71,1,1,10,1,1,0,0,1,0,0,0,0,95.65,0.0,686.0,370.62,0,53,0,1,0,1,0,0,1,0,1,0
0,4,0,1,18,0,0,0,0,0,0,0,0,1,25.22,0.0,17.0,0.0,0,48,0,1,0,0,0,0,1,0,0,1
0,23,1,1,19,0,1,0,0,1,1,1,1,1,98.7,0.0,0.0,332.35,0,40,0,2,0,0,0,0,1,0,1,0
0,53,0,0,0,0,0,0,0,0,0,0,0,0,19.85,0.0,0.0,996.93,0,62,0,0,0,0,1,0,0,1,1,0
1,68,1,1,10,0,1,0,1,0,1,1,1,0,70.8,0.0,0.0,756.16,1,35,0,1,1,0,1,0,1,0,1,0
0,2,0,1,23,0,0,0,0,1,0,0,0,1,82.83600000000001,0.0,35.0,58.08,0,56,0,4,1,0,0,1,0,0,0,1
7,67,1,1,19,1,0,1,1,1,1,1,1,1,109.4,38.34,0.0,221.1,0,53,2,0,0,1,0,0,1,0,0,0
3,48,0,0,0,0,0,0,0,0,0,0,0,0,19.55,0.0,0.0,636.48,0,20,2,2,1,0,1,0,0,1,1,0
0,12,1,1,19,0,0,0,0,1,0,0,0,1,84.05,0.0,184.0,214.2,0,56,1,1,0,0,0,0,1,0,0,0
5,71,0,1,59,1,0,0,1,0,0,0,1,0,54.5,0.0,222.91,3430.72,1,21,0,0,0,0,1,0,1,0,0,0
0,2,0,1,22,0,0,0,0,0,0,0,0,1,44.3,0.0,20.0,47.82,0,73,0,0,0,1,0,1,0,0,0,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0.0,0.0,579.6,1,45,2,0,0,0,1,0,0,1,1,0
1,1,1,1,33,0,1,0,0,1,0,0,1,1,94.224,0.0,0.0,13.02,0,77,0,2,1,0,0,1,0,0,0,0
10,72,1,1,71,0,1,1,1,1,1,1,1,1,108.2,0.0,0.0,1021.68,1,21,0,2,0,0,1,1,0,0,0,0
0,57,1,1,20,1,1,1,1,1,1,1,0,0,89.55,30.45,1002.0,533.52,1,55,2,0,0,0,1,0,1,0,0,1
0,44,0,0,0,0,0,0,0,0,0,0,0,0,19.55,0.0,0.0,632.28,1,48,2,1,0,0,1,0,0,1,0,0
1,70,1,0,0,0,0,0,0,0,0,0,0,0,24.25,0.0,0.0,1997.8,1,36,0,1,0,0,1,0,0,1,0,0
1,43,0,1,23,0,1,1,0,1,1,0,1,0,57.772,0.0,0.0,0.0,0,70,0,2,1,0,0,0,1,0,1,0
1,6,0,1,28,0,1,0,0,0,1,0,0,1,87.56800000000001,0.0,145.0,242.64,1,76,0,2,1,0,0,0,1,0,0,0
1,1,0,1,4,0,0,0,0,0,0,0,0,1,72.8,0.0,0.0,38.8,1,38,0,2,1,0,0,1,0,0,0,0
0,10,1,1,20,0,0,0,0,1,1,1,1,0,99.008,0.0,18.61,356.3,1,54,0,4,0,0,0,1,0,0,0,0
0,18,1,1,23,0,1,0,1,0,0,0,0,1,88.86800000000001,0.0,346.0,42.48,0,80,0,3,0,0,0,0,0,0,0,0
7,71,1,1,69,1,0,0,0,1,1,1,1,1,97.2,0.0,0.0,2775.3900000000003,1,28,2,0,0,0,1,0,1,0,0,0
0,16,0,1,17,0,0,0,0,0,1,1,1,1,78.75,0.0,0.0,632.32,1,68,0,1,0,0,0,1,0,0,0,0
0,52,0,1,8,1,0,0,0,0,0,0,0,1,49.75,0.0,203.0,2024.36,0,33,0,1,0,0,0,0,1,0,0,0
0,48,0,1,14,1,0,1,1,0,0,0,1,1,62.764,0.0,0.0,1627.6799999999998,0,51,0,4,0,1,0,0,1,0,1,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,19.55,0.0,0.0,105.18,1,20,1,1,1,0,0,0,0,1,1,0
0,50,1,0,0,0,0,0,0,0,0,0,0,0,25.2,0.0,0.0,1571.5,0,79,0,4,0,1,0,0,0,1,0,0
0,27,1,1,19,0,1,0,1,1,1,0,1,1,104.65,0.0,0.0,928.53,1,76,0,3,0,1,0,1,0,0,0,0
1,61,1,1,23,1,1,0,0,1,1,1,0,1,110.24,0.0,1506.0,2863.9500000000003,1,52,0,2,0,1,0,0,0,0,0,0
1,22,0,1,23,1,0,0,1,0,0,0,0,1,56.368,0.0,265.0,599.28,1,48,0,3,0,0,0,1,0,0,0,0
0,24,0,1,41,0,0,0,0,0,1,1,1,1,79.85,0.0,0.0,847.1999999999999,1,23,0,0,0,0,0,1,0,0,1,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,20.5,24.07,0.0,673.5500000000001,0,29,1,1,0,0,1,0,0,1,1,0
1,16,1,1,33,0,0,0,0,0,0,0,1,1,76.804,0.0,0.0,287.36,1,32,0,2,0,0,0,0,0,0,0,0
8,30,1,1,27,0,1,0,0,1,0,0,1,1,90.05,0.0,0.0,1432.5,0,68,0,0,0,0,1,1,0,0,0,0
0,3,0,1,3,0,0,0,0,0,0,0,0,1,73.21600000000001,0.0,6.0,6.779999999999999,0,71,0,6,0,0,0,0,0,0,0,0
0,27,1,0,0,0,0,0,0,0,0,0,0,1,25.85,0.0,0.0,71.55,1,54,1,1,0,0,1,0,0,1,1,0
5,38,1,1,33,0,0,0,0,0,0,0,0,1,77.94800000000001,0.0,947.0,599.64,0,66,0,1,3,0,0,1,0,0,0,0
4,72,1,1,58,1,1,1,1,1,1,1,1,0,115.15,0.0,0.0,2571.12,1,29,0,3,0,0,1,1,0,0,0,0
0,17,0,1,2,0,0,0,0,0,0,0,1,1,46.852,0.0,0.0,695.81,1,68,0,0,0,0,0,0,1,0,0,0
5,72,1,1,27,1,0,0,0,0,0,0,1,0,55.3,0.0,0.0,1745.28,1,40,0,1,0,0,1,1,0,0,0,0
9,70,0,1,53,1,0,0,1,1,1,1,0,0,75.35,0.0,2882.0,2767.1,0,35,3,3,1,0,1,0,1,0,1,0
1,52,1,1,29,0,0,1,1,0,1,1,0,1,100.1,0.0,1447.0,2422.6800000000003,1,63,0,5,0,0,1,0,0,0,0,0
1,61,1,1,8,0,1,0,0,1,1,1,1,1,103.116,0.0,48.08,3009.13,0,63,0,0,0,0,0,0,0,0,0,0
0,2,1,1,20,0,0,0,0,1,1,0,1,1,97.604,0.0,3.42,38.54,0,77,0,4,0,0,0,1,0,0,0,0
3,11,1,1,30,0,1,0,0,0,0,0,1,1,83.72,0.0,0.0,126.5,1,42,0,1,1,0,0,0,0,0,0,0
0,58,1,0,0,0,0,0,0,0,0,0,0,0,24.35,0.0,0.0,2239.96,0,31,0,2,0,0,1,0,0,1,1,0
0,48,0,1,23,0,1,0,0,0,0,0,0,0,75.15,0.0,868.0,1980.48,0,64,0,1,1,1,0,0,1,0,0,0
1,49,1,1,11,1,0,1,1,1,1,1,0,0,87.724,0.0,447.0,1937.95,1,61,0,3,2,1,0,0,0,0,0,0
